"Date","Description","ChkRef","Amount","Balance"
"07/06/2020","XX4125 POS PURCHASE B-B OIL COMPANY LITTLE ROCK AR 12281901 249451","","-$18.32","$1,560.24"
"07/06/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062515 515956","","-$51.54","$1,508.70"
"07/06/2020","XX4125 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 000457","","-$140.00","$1,368.70"
"07/06/2020","A CLOUD GURU LTD IAT PAYPAL 1009556876470","","-$29.00","$1,339.70"
"07/07/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 078643","","-$8.65","$1,331.05"
"07/07/2020","XX4125 POS PURCHASE CHICKEN EXPRESS CONWAY AR 10147159 047159","","-$10.99","$1,320.06"
"07/07/2020","PAYPAL INST XFER APPLE.COM BILL","","-$9.99","$1,310.07"
"07/08/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 036055","","-$8.65","$1,301.42"
"07/08/2020","XX4125 POS PURCHASE WM SUPERCENTER # CONWAY AR 00050047 325201","","-$13.21","$1,288.21"
"07/08/2020","XX4125 POS PURCHASE WM SUPERCENTER # CONWAY AR 00050041 320658","","-$34.49","$1,253.72"
"07/09/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062513 513560","","-$10.25","$1,243.47"
"07/10/2020","XX4125 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 097112","","-$8.43","$1,235.04"
"07/10/2020","XX4125 POS PURCHASE TACO BELL 036397 CONWAY AR 0363003 018643","","-$13.20","$1,221.84"
"07/10/2020","PAYPAL INST XFER APPLE.COM BILL","","-$6.99","$1,214.85"
"07/10/2020","PAYPAL INST XFER APPLE.COM BILL","","-$29.99","$1,184.86"
"07/13/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062520 520065","","-$17.81","$1,167.05"
"07/13/2020","XX4125 POS PURCHASE ANDYS FROZEN CUS CONWAY AR 00C40406 010166","","-$18.37","$1,148.68"
"07/13/2020","XX4125 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 000779","","-$20.00","$1,128.68"
"07/13/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062523 523382","","-$27.50","$1,101.18"
"07/13/2020","AMEX EPAYMENT ACH PMT M0362","","-$200.00","$901.18"
"07/14/2020","XX4125 POS PURCHASE SLIM CHICKENS 1 CONWAY AR 00C39643 010150","","-$13.43","$887.75"
"07/15/2020","Square Inc * Cash App T200254380804","","$95.00","$982.75"
"07/15/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 039115","","-$12.77","$969.98"
"07/16/2020","XX4125 POS PURCHASE TACO BELL 036397 CONWAY AR 0363003 005960","","-$8.32","$961.66"
"07/16/2020","XX4125 POS PURCHASE WENDY&#39;S 51 CONWAY AR 59662009 576046","","-$9.88","$951.78"
"07/16/2020","XX4125 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 088279","","-$12.88","$938.90"
"07/17/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 091637","","-$12.31","$926.59"
"07/17/2020","XX4125 POS PURCHASE CHICKEN EXPRESS CONWAY AR 10651689 051689","","-$24.30","$902.29"
"07/17/2020","XX4125 MT DDA DEBIT CASH APP*AMY WIL 8774174551 CA 00000000 092359","","-$25.00","$877.29"
"07/20/2020","Merkle Inc.-OSV EDIPYMENTS 002q16","","$1,431.19","$2,308.48"
"07/20/2020","XX4125 POS PURCHASE KROGER FUEL #562 CONWAY AR 80562510 100455","","-$3.91","$2,304.57"
"07/20/2020","XX4125 POS PURCHASE WM SUPERCENTER # CONWAY AR 00050040 870408","","-$4.00","$2,300.57"
"07/20/2020","XX4125 POS PURCHASE SHELL SERVICE ST LITTLE ROCK AR 36233801 015336","","-$8.45","$2,292.12"
"07/20/2020","XX4125 POS PURCHASE TACO BELL 036397 CONWAY AR 0363003 068463","","-$10.09","$2,282.03"
"07/20/2020","XX4125 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 078881","","-$11.65","$2,270.38"
"07/20/2020","XX4125 POS PURCHASE TACO BELL 578 BRYANT AR 006 017738","","-$12.11","$2,258.27"
"07/20/2020","XX4125 POS PURCHASE SONIC DRIVE IN # CONWAY AR 1 047955","","-$12.65","$2,245.62"
"07/20/2020","XX4125 POS PURCHASE KROGER FUEL #562 CONWAY AR 80562527 127398","","-$16.89","$2,228.73"
"07/20/2020","XX4125 POS PURCHASE CHICKEN EXPRESS CONWAY AR 10484313 084313","","-$24.30","$2,204.43"
"07/20/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 079028","","-$35.00","$2,169.43"
"07/20/2020","XX4125 POS PURCHASE WAL-MART #0005 CONWAY AR 24000501 871289","","-$47.80","$2,121.63"
"07/20/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062510 510190","","-$55.98","$2,065.65"
"07/20/2020","CAPITAL ONE MOBILE PMT 019939800980216","","-$84.62","$1,981.03"
"07/21/2020","Square Inc * Cash App T200257320701","","$10.00","$1,991.03"
"07/21/2020","PAYPAL INST XFER APPLE.COM BILL","","-$2.86","$1,988.17"
"07/22/2020","Square Inc * Cash App T200257765704","","$68.00","$2,056.17"
"07/22/2020","XX4125 POS PURCHASE KROGER #629 BENTON AR 80062903 503643","","-$3.27","$2,052.90"
"07/22/2020","XX4125 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 063432","","-$9.54","$2,043.36"
"07/22/2020","XX4125 POS PURCHASE CHICKEN EXPRESS CONWAY AR 09001623 001623","","-$10.99","$2,032.37"
"07/22/2020","XX4125 POS PURCHASE CHILI&#39;S 1318 ECO olo.com AR 00006039 048376","","-$34.68","$1,997.69"
"07/23/2020","XX4125 POS PURCHASE TMOBILE*AUTO PAY 800-937-8997 WA 00000000 046495","","-$80.00","$1,917.69"
"07/23/2020","PAYPAL INST XFER SPOTIFYUSAI","","-$10.89","$1,906.80"
"07/24/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 008168","","-$13.21","$1,893.59"
"07/24/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062515 515052","","-$56.81","$1,836.78"
"07/27/2020","XX4125 POS PURCHASE COLD STONE CREAM LITTLE ROCK AR 27070084 070084","","-$7.43","$1,829.35"
"07/27/2020","XX4125 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 001361","","-$180.00","$1,649.35"
"07/27/2020","PAYPAL INST XFER APPLE.COM BILL","","-$12.99","$1,636.36"
"07/27/2020","PAYPAL INST XFER TULLRL EBAY TUL","","-$15.00","$1,621.36"
"07/28/2020","XX4125 POS PURCHASE KROGER FUEL #562 CONWAY AR 80562524 124793","","-$8.94","$1,612.42"
"07/28/2020","PAYPAL INST XFER KENHARKNESS EBA","","-$60.01","$1,552.41"
"07/29/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 014724","","-$5.78","$1,546.63"
"07/29/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 047408","","-$136.00","$1,410.63"
"07/29/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 048011","","-$295.00","$1,115.63"
"07/29/2020","AMEX EPAYMENT ACH PMT M0522","","-$200.00","$915.63"
"07/30/2020","XX4125 POS PURCHASE SUPERIOR CHEVROL FAYETTEVILLE AR 06567380 02128626","","-$500.00","$415.63"
"07/31/2020","ALLY BANK P2P WILLIAM C BLOCK","","$200.21","$615.84"
"07/31/2020","XX4125 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 001584","","-$40.00","$575.84"
"07/31/2020","XX4125 POS PURCHASE WM SUPERCENTER # CONWAY (SOUTH AR 25750049 835473","","-$48.25","$527.59"
"08/03/2020","XX4125 POS PURCHASE DUNKIN #352604 LITTLE ROCK AR 005 064076","","-$2.76","$524.83"
"08/03/2020","XX4125 POS PURCHASE CHICKEN EXPRESS CONWAY AR 07973328 073328","","-$10.99","$513.84"
"08/03/2020","XX4125 POS PURCHASE Shelter Insuranc 800-743-5837 MO 00000000 084556","","-$290.93","$222.91"
"08/03/2020","PAYPAL INST XFER BKAMOTORSPO EBA","","-$6.54","$216.37"
"08/03/2020","PAYPAL INST XFER APPLE.COM BILL","","-$14.99","$201.38"
"08/03/2020","CLUB FEES 10 FITNESS ABC - 10 FITNESS 888-827-9262","","-$30.50","$170.88"
"08/03/2020","PAYPAL INST XFER KASEYTKERBY EBA","","-$87.25","$83.63"
"08/03/2020","CAPITAL ONE MOBILE PMT 021439800724443","","-$100.00","-$16.37"
"08/04/2020","Deposit","","$2,655.70","$2,639.33"
"08/04/2020","ONLINE BANKING TRANSFER FROM x3282 08/04/20","","$250.00","$2,889.33"
"08/04/2020","ONLINE BANKING TRANSFER FROM x3282 08/04/20","","$250.00","$3,139.33"
"08/04/2020","XX4125 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 010446","","-$11.77","$3,127.56"
"08/04/2020","CHK# 00 AMT $100.00,"CHK# 00 AMT $100.00,"","-$35.00","$3,092.56"
"08/05/2020","Merkle Inc.-OSV EDIPYMENTS 002qgx","","$1,495.66","$4,588.22"
"08/05/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 087403","","-$8.65","$4,579.57"
"08/06/2020","XX4125 POS PURCHASE Wal-Mart Super C CONWAY AR 00050042 021871020808","","-$39.11","$4,540.46"
"08/06/2020","XX4125 POS PURCHASE Wal-Mart Super C CONWAY AR 00050045 021824450473","","-$72.44","$4,468.02"
"08/06/2020","A CLOUD GURU LTD IAT PAYPAL 1009908348402","","-$29.00","$4,439.02"
"08/07/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062512 512325","","-$13.71","$4,425.31"
"08/07/2020","XX4125 POS PURCHASE SPORT CLIPS - AR CONWAY AR 53144544 044544","","-$31.00","$4,394.31"
"08/10/2020","XX4125 POS PURCHASE POPEYES #11657 CONWAY AR 00004432 010059","","-$9.77","$4,384.54"
"08/10/2020","XX4125 POS PURCHASE CONWAY BOAT RV &amp; 501-358-6604 AR 00000000 045506","","-$76.50","$4,308.04"
"08/10/2020","XX4125 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 001999","","-$160.00","$4,148.04"
"08/10/2020","PAYPAL INST XFER APPLE.COM BILL","","-$39.98","$4,108.06"
"08/10/2020","AMEX EPAYMENT ACH PMT M4386","","-$219.95","$3,888.11"
"08/10/2020","ALLY BANK $TRANSFER 2462714709","","-$1,000.00","$2,888.11"
"08/11/2020","CAPITAL ONE MOBILE PMT 022339800297068","","-$300.00","$2,588.11"
"08/13/2020","XX2365 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 002223","","-$20.00","$2,568.11"
"08/17/2020","XX2365 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 084060","","-$8.99","$2,559.12"
"08/17/2020","XX2365 POS PURCHASE TACO BELL 036397 CONWAY AR 0363006 082672","","-$10.09","$2,549.03"
"08/17/2020","XX2365 POS PURCHASE KROGER #625 CONWAY AR 80062524 524890","","-$15.13","$2,533.90"
"08/17/2020","XX2365 POS PURCHASE KROGER #625 CONWAY AR 80062520 520597","","-$65.26","$2,468.64"
"08/17/2020","AMEX EPAYMENT ACH PMT W2468","","-$300.00","$2,168.64"
"08/17/2020","CAPITAL ONE ONLINE PMT 022839910280954","","-$500.00","$1,668.64"
"08/18/2020","ALLY BANK $TRANSFER 2481291849","","-$100.00","$1,568.64"
"08/19/2020","XX2365 POS PURCHASE CHICKEN EXPRESS CONWAY AR 09538483 038483","","-$10.99","$1,557.65"
"08/20/2020","Merkle Inc.-OSV EDIPYMENTS 002rqg","","$1,431.18","$2,988.83"
"08/20/2020","XX2365 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 023737","","-$8.65","$2,980.18"
"08/20/2020","PAYPAL INST XFER APPLE.COM BILL","","-$2.99","$2,977.19"
"08/24/2020","Deposit","","$200.00","$3,177.19"
"08/24/2020","XX2365 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 010111","","-$2.89","$3,174.30"
"08/24/2020","XX2365 POS PURCHASE STARBUCKS STORE CONWAY AR 00000000 045772","","-$5.17","$3,169.13"
"08/24/2020","XX2365 POS PURCHASE CHICK-FIL-A #032 CONWAY AR 1 046640","","-$8.70","$3,160.43"
"08/24/2020","XX2365 POS PURCHASE POPEYES 5733 CONWAY AR 00004360 010058","","-$10.32","$3,150.11"
"08/24/2020","XX2365 POS PURCHASE SAMS CLUB #4749 CONWAY AR 47490088 311997","","-$16.73","$3,133.38"
"08/24/2020","XX2365 POS PURCHASE IPHONE CITIZ*PMT 888-2016306 CT 00000000 027117","","-$27.19","$3,106.19"
"08/24/2020","XX2365 POS PURCHASE KROGER #625 CONWAY AR 80062514 514867","","-$80.13","$3,026.06"
"08/24/2020","XX2365 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 002687","","-$100.00","$2,926.06"
"08/24/2020","PAYPAL INST XFER SPOTIFYUSAI","","-$10.89","$2,915.17"
"08/24/2020","T-MOBILE PCS SVC 9328246","","-$80.00","$2,835.17"
"08/25/2020","XX2365 POS PURCHASE CAR WASH EXPRESS 501-4725047 AR 74359782 045305","","-$12.00","$2,823.17"
"08/25/2020","SHELTER MUTUAL SPS. PREM. XXXXXX2672","","-$40.59","$2,782.58"
"08/26/2020","UNIVERSITY OF CE INVOICE B01108035","","$500.00","$3,282.58"
"08/26/2020","XX2365 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 068503","","-$8.77","$3,273.81"
"08/27/2020","XX2365 POS PURCHASE KROGER #625 CONWAY AR 80062514 514418","","-$42.38","$3,231.43"
"08/28/2020","XX2365 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 095409","","-$8.65","$3,222.78"
"08/31/2020","XX2365 POS PURCHASE STARBUCKS STORE CONWAY AR 00000000 099447","","-$5.39","$3,217.39"
"08/31/2020","XX2365 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 024091","","-$5.54","$3,211.85"
"08/31/2020","XX2365 POS PURCHASE WENDY&#39;S 26 CONWAY AR 59423008 298410","","-$6.76","$3,205.09"
"08/31/2020","XX2365 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 026488","","-$8.10","$3,196.99"
"08/31/2020","XX2365 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 021009","","-$8.32","$3,188.67"
"08/31/2020","XX2365 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 022970","","-$8.43","$3,180.24"
"08/31/2020","XX2365 POS PURCHASE PANDA EXPRESS #3 CONWAY AR 3112003 026257","","-$16.00","$3,164.24"
"08/31/2020","XX2365 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 003092","","-$20.00","$3,144.24"
"08/31/2020","XX2365 POS PURCHASE KROGER #625 CONWAY AR 80062522 522858","","-$26.02","$3,118.22"
"08/31/2020","XX2365 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 042680","","-$140.48","$2,977.74"
"08/31/2020","XX2365 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 083521","","-$295.00","$2,682.74"
"08/31/2020","PAYPAL INST XFER APPLE.COM BILL","","-$12.99","$2,669.75"
"08/31/2020","AMEX EPAYMENT ACH PMT W1992","","-$500.00","$2,169.75"
"09/01/2020","XX2365 POS PURCHASE HARDEES 1505836 CONWAY AR 32848072 049924","","-$10.87","$2,158.88"
"09/02/2020","CLUB FEES 10 FITNESS ABC - 10 FITNESS 888-827-9262","","-$30.50","$2,128.38"
"09/03/2020","XX2365 POS PURCHASE WM SUPERCENTER # CONWAY AR 00050041 841266","","-$4.49","$2,123.89"
"09/03/2020","XX2365 POS PURCHASE WM SUPERCENTER # CONWAY AR 00050050 848370","","-$33.70","$2,090.19"
"09/03/2020","XX2365 POS PURCHASE CONWAY BOAT RV &amp; 501-358-6604 AR 00000000 014943","","-$76.50","$2,013.69"
"09/03/2020","XX2365 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 003263","","-$80.00","$1,933.69"
"09/03/2020","XX2365 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 003262","","-$100.00","$1,833.69"
"09/03/2020","ALLY BANK $TRANSFER 2524008297","","-$100.00","$1,733.69"
"09/04/2020","Merkle Inc.-OSV EDIPYMENTS 002sws","","$1,431.19","$3,164.88"
"09/04/2020","XX2365 POS PURCHASE MCDONALD&#39;S F2203 CROSSETT AR 1 045065","","-$4.29","$3,160.59"
"09/04/2020","XX2365 POS PURCHASE WAL-MART #2748 GULF SHORES AL 24274801 874242","","-$7.04","$3,153.55"
"09/04/2020","XX2365 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 026610","","-$9.32","$3,144.23"
"09/04/2020","XX2365 POS PURCHASE MCDONALD&#39;S F6977 TALLULAH LA 1 048165","","-$10.37","$3,133.86"
"09/04/2020","XX2365 POS PURCHASE CHICKEN EXPRESS CONWAY AR 11296856 096856","","-$10.99","$3,122.87"
"09/04/2020","XX2365 ATM WITHDRAWAL Wells Fargo Ban GULF SHORES AL 0063Q 854364","","-$20.00","$3,102.87"
"09/04/2020","XX2365 POS PURCHASE SHELL SERVICE ST TALLULAH LA 23519401 610109","","-$27.57","$3,075.30"
"09/04/2020","XX2365 POS PURCHASE SPORT CLIPS - AR CONWAY AR 53291691 091691","","-$29.00","$3,046.30"
"09/04/2020","XX2365 ATM WITHDRAWAL Wells Fargo Ban GULF SHORES AL 0063Q 777613","","-$40.00","$3,006.30"
"09/04/2020","XX2365 POS PURCHASE AR.GOV/STPAYMENT EGOV.COM AR 00000965 002420","","-$111.71","$2,894.59"
"09/04/2020","PAYPAL INST XFER APPLE.COM BILL","","-$14.99","$2,879.60"
"09/04/2020","FEE FOR ATM WITHDRAWAL Wells Fargo Ban GULF SHORES AL 0063Q 777613","","-$1.00","$2,878.60"
"09/04/2020","FEE FOR ATM WITHDRAWAL Wells Fargo Ban GULF SHORES AL 0063Q 854364","","-$1.00","$2,877.60"
"09/04/2020","ATM SURCHARGE XX2365 ATM WITHDRAWAL Wells Fargo Ban GULF SHORES AL 0063Q 777613","","-$3.00","$2,874.60"
"09/04/2020","ATM SURCHARGE XX2365 ATM WITHDRAWAL Wells Fargo Ban GULF SHORES AL 0063Q 854364","","-$3.00","$2,871.60"
"09/08/2020","XX2365 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 018313","","-$2.89","$2,868.71"
"09/08/2020","XX2365 POS PURCHASE DAIRY QUEEN #431 GULF SHORES AL 0000GYTF 000172","","-$4.94","$2,863.77"
"09/08/2020","XX2365 POS PURCHASE MCDONALD&#39;S F2176 GULF SHORES AL 1 094226","","-$9.88","$2,853.89"
"09/08/2020","XX2365 POS PURCHASE TROPICAL SMOOTHI LITTLE ROCK AR 01211964 005540","","-$13.08","$2,840.81"
"09/08/2020","XX2365 POS PURCHASE KROGER FUEL #562 CONWAY AR 80562520 120799","","-$27.37","$2,813.44"
"09/08/2020","XX2365 POS PURCHASE SHELL SERVICE ST PENSACOLA FL 48112801 867089","","-$33.36","$2,780.08"
"09/08/2020","XX2365 POS PURCHASE KROGER #625 CONWAY AR 80062513 513281","","-$68.54","$2,711.54"
"09/08/2020","XX2365 POS PURCHASE COURTYARD GULF S GULF SHORES AL 00000000 077584","","-$545.34","$2,166.20"
"09/08/2020","PAYPAL INST XFER APPLE.COM BILL","","-$9.99","$2,156.21"
"09/08/2020","A CLOUD GURU LTD IAT PAYPAL 1010264432435","","-$29.00","$2,127.21"
"09/08/2020","AMEX EPAYMENT ACH PMT M2202","","-$400.00","$1,727.21"
"09/09/2020","XX2365 POS PURCHASE WAL-MART #0005 CONWAY AR 24000501 521271","","-$7.16","$1,720.05"
"09/09/2020","XX2365 POS PURCHASE ONLYFANS.COM 8886880458 IL 1 046922","","-$20.00","$1,700.05"
"09/09/2020","XX2365 POS PURCHASE WAL-MART #0005 CONWAY AR 24000501 211163","","-$39.04","$1,661.01"
"09/10/2020","XX2365 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 034227","","-$8.43","$1,652.58"
"09/11/2020","XX2365 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 009005","","-$8.43","$1,644.15"
"09/11/2020","ALLY ALLY PAYMT 227971394867","","-$400.44","$1,243.71"
"09/14/2020","XX2365 POS PURCHASE WM SUPERCENTER # CONWAY AR 00050040 160838","","-$4.00","$1,239.71"
"09/14/2020","XX2365 POS PURCHASE ONLYFANS.COM 8886880458 IL 1 068056","","-$4.00","$1,235.71"
"09/14/2020","XX2365 POS PURCHASE SQ *THINK COFFEE Conway AR 00000000 065535","","-$6.91","$1,228.80"
"09/14/2020","XX2365 POS PURCHASE ONLYFANS 866-2656609 IL 00010001 034579","","-$7.00","$1,221.80"
"09/14/2020","XX2365 CHECKING PYMNT MSFT *&lt;E0500C704 MSBILL.INFO WA 02028181 025616672","","-$8.25","$1,213.55"
"09/14/2020","XX2365 POS PURCHASE ONLYFANS.COM 8886880458 IL 1 039083","","-$17.99","$1,195.56"
"09/14/2020","XX2365 POS PURCHASE KROGER #625 CONWAY AR 80062523 523040","","-$28.47","$1,167.09"
"09/14/2020","XX2365 POS PURCHASE Wal-Mart Super C CONWAY AR 00050050 025753941369","","-$38.53","$1,128.56"
"09/14/2020","PAYPAL INST XFER APPLE.COM BILL","","-$29.99","$1,098.57"
"09/15/2020","Merkle Inc.-OSV EDIPYMENTS 002uRD","","$1,506.68","$2,605.25"
"09/15/2020","XX2365 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 067879","","-$8.43","$2,596.82"
"09/15/2020","CAPITAL ONE ONLINE PMT 025839910165062","","-$260.00","$2,336.82"
"09/16/2020","PAYPAL INST XFER APPLE.COM BILL","","-$6.99","$2,329.83"
"09/16/2020","ALLY BANK $TRANSFER 2558592195","","-$100.00","$2,229.83"
"09/17/2020","XX2365 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 053300","","-$8.88","$2,220.95"
"09/17/2020","XX2365 POS PURCHASE KROGER #625 CONWAY AR 80062525 525708","","-$21.28","$2,199.67"
"09/17/2020","XX2365 POS PURCHASE KROGER #625 CONWAY AR 80062525 525707","","-$48.20","$2,151.47"
"09/18/2020","AMEX EPAYMENT ACH PMT W3942","","-$500.00","$1,651.47"
"09/21/2020","XX2365 POS PURCHASE Wal-Mart Super C CONWAY AR 00050041 026513512835","","-$4.49","$1,646.98"
"09/21/2020","XX2365 POS PURCHASE SAMSCLUB #4749 CONWAY AR 24474901 437827","","-$13.91","$1,633.07"
"09/21/2020","XX2365 POS PURCHASE KROGER #625 CONWAY AR 80062515 515558","","-$15.91","$1,617.16"
"09/21/2020","XX2365 POS PURCHASE ACADEMY SPORTS # CONWAY AR 09108944 925895","","-$38.19","$1,578.97"
"09/21/2020","XX2365 POS PURCHASE Wal-Mart Super C CONWAY (SOUTH AR 25750046 0264500","","-$55.66","$1,523.31"
"09/21/2020","XX2365 POS PURCHASE WM SUPERCENTER # CONWAY AR 00050049 741302","","-$76.20","$1,447.11"
"09/21/2020","XX2365 POS PURCHASE KOHLS 0698 801 E CONWAY AR 99999999 913663","","-$101.68","$1,345.43"
"09/21/2020","XX2365 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 019128","","-$300.00","$1,045.43"
"09/21/2020","PAYPAL INST XFER APPLE.COM BILL","","-$2.99","$1,042.44"
"09/21/2020","PAYPAL INST XFER APPLE.COM BILL","","-$6.99","$1,035.45"
"09/21/2020","AMEX EPAYMENT ACH PMT M5188","","-$50.00","$985.45"
"09/21/2020","CAPITAL ONE MOBILE PMT 026339800285365","","-$200.97","$784.48"
"09/22/2020","Square Inc * Cash App T200285474953","","$6.00","$790.48"
"09/22/2020","XX2365 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 081023","","-$8.44","$782.04"
"09/22/2020","XX2365 POS PURCHASE AMZN Mktp US*M43 Amzn.com/bill WA 00000000 028032","","-$10.90","$771.14"
"09/22/2020","XX2365 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 004258","","-$60.00","$711.14"
"09/22/2020","PAYPAL INST XFER SPOTIFYUSAI","","-$10.89","$700.25"
"09/22/2020","CAPITAL ONE MOBILE PMT 026539800244111","","-$30.00","$670.25"
"09/23/2020","XX2365 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 008091","","-$10.43","$659.82"
"09/24/2020","XX2365 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 088985","","-$7.65","$652.17"
"09/24/2020","XX2365 POS PURCHASE IPHONE CITIZ*PMT 888-2016306 CT 00000000 054609","","-$27.19","$624.98"
"09/24/2020","PAYPAL INST XFER APPLE.COM BILL","","-$6.99","$617.99"
"09/24/2020","T-MOBILE PCS SVC 3907018","","-$80.00","$537.99"
"09/25/2020","XX2365 POS PURCHASE STARBUCKS STORE CONWAY AR 00000000 003487","","-$9.89","$528.10"
"09/25/2020","XX2365 MT DDA DEBIT CASH APP* 8774174551 CA 00000000 005266","","-$100.00","$428.10"
"09/25/2020","SHELTER MUTUAL SPS. PREM. XXXXXX4956","","-$185.30","$242.80"
"09/28/2020","XX2365 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 002488","","-$8.65","$234.15"
"09/28/2020","XX2365 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 004539","","-$20.00","$214.15"
"09/28/2020","PAYPAL INST XFER APPLE.COM BILL","","-$12.99","$201.16"
"09/30/2020","Merkle Inc.-OSV EDIPYMENTS 002vHj","","$1,418.69","$1,619.85"
"09/30/2020","XX2365 MT DDA CREDIT Cash App*Cash Ou Visa Direct CA 1 452445","","$83.72","$1,703.57"
"09/30/2020","XX2365 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 000957","","-$7.33","$1,696.24"
"09/30/2020","XX2365 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 045520","","-$301.00","$1,395.24"
"10/01/2020","XX2365 POS PURCHASE ONLYFANS.COM 8886880458 IL 1 034403","","-$15.00","$1,380.24"
"10/01/2020","XX2365 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 004684","","-$180.00","$1,200.24"
"10/02/2020","XX2365 MT DDA DEBIT APPLE CASH 1INFINITELOOP CA 00000723 035279","","-$800.00","$400.24"
"10/02/2020","PAYPAL INST XFER APPLE.COM BILL","","-$14.99","$385.25"
"10/02/2020","CLUB FEES 10 FITNESS ABC - 10 FITNESS 888-827-9262","","-$30.50","$354.75"
"10/05/2020","XX2365 POS PURCHASE Subway 22151 Conway AR 75174644 018872","","-$4.88","$349.87"
"10/05/2020","XX2365 POS PURCHASE SONIC DRIVE IN # CONWAY AR 1 000234","","-$7.88","$341.99"
"10/05/2020","XX2365 POS PURCHASE TROPICAL SMOOTHI CONWAY AR 03096220 013486","","-$12.65","$329.34"
"10/05/2020","XX2365 POS PURCHASE Amazon web servi aws.amazon.co WA 00000000 038072","","-$52.81","$276.53"
"10/06/2020","XX2365 MT DDA CREDIT Cash App*Cash Ou Visa Direct CA 1 490113","","$102.44","$378.97"
"10/06/2020","XX2365 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 066162","","-$7.65","$371.32"
"10/06/2020","XX2365 POS PURCHASE AMZN MKTP US*MK1 AMZN.COM/BILL WA 00000000 002404","","-$25.63","$345.69"
"10/06/2020","A CLOUD GURU LTD IAT PAYPAL 1010621261073","","-$29.00","$316.69"
"10/06/2020","ALLY BANK $TRANSFER 2615243867","","-$100.00","$216.69"
